Machine,Start_date,Start_time,End_date,End_time,Uptime,Downtime,Fault,Stops_classification,Transformation,Component,Failure_mode,Stop_classification,Comment 
T,2021-01-13,22:38:00,2021-01-13,23:07:00,20,29,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
T,2021-01-13,22:09:00,2021-01-13,22:18:00,34,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-13,21:26:00,2021-01-13,21:35:00,131,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-13,18:57:00,2021-01-13,19:15:00,47,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-13,18:51:00,2021-01-13,19:09:00,41,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-13,17:43:00,2021-01-13,18:10:00,239,27,Machine Stopped by Operator,,,,,,
T,2021-01-13,16:52:00,2021-01-13,18:03:00,188,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-13,13:35:00,2021-01-13,13:44:00,22,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-13,12:40:00,2021-01-13,13:13:00,116,33,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
T,2021-01-13,10:35:00,2021-01-13,10:44:00,86,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-13,08:58:00,2021-01-13,09:09:00,4,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-13,08:03:00,2021-01-13,08:54:00,100,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-13,06:12:00,2021-01-13,06:23:00,82,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-13,04:35:00,2021-01-13,04:50:00,91,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-13,02:55:00,2021-01-13,03:04:00,65,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-13,01:35:00,2021-01-13,01:50:00,144,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-13,01:05:00,2021-01-13,02:23:00,114,78,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-13,00:02:00,2021-01-13,01:51:00,51,109,Machine Stopped by Operator,Planned Stop,CIL,Vertical sealing,,,
T,2021-01-12,22:38:00,2021-01-12,23:11:00,23,33,Machine Stopped by Operator,,,,,,
T,2021-01-12,22:02:00,2021-01-12,22:15:00,61,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-12,21:26:00,2021-01-12,22:48:00,25,82,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-12,20:43:00,2021-01-12,21:01:00,77,18,Machine Stopped by Operator,,,,,,
T,2021-01-12,19:15:00,2021-01-12,19:26:00,11,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-12,18:51:00,2021-01-12,19:04:00,150,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-12,17:57:00,2021-01-12,19:17:00,96,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-12,16:12:00,2021-01-12,16:21:00,65,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-12,14:56:00,2021-01-12,15:07:00,6,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-12,14:41:00,2021-01-12,14:50:00,72,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-12,12:40:00,2021-01-12,13:29:00,53,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-12,12:00:00,2021-01-12,17:00:00,13,300,Machine Stopped by Operator,Planned Stop,CIL,Inclined conveyor,,,
T,2021-01-12,11:36:00,2021-01-12,11:47:00,7,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-12,11:11:00,2021-01-12,11:29:00,54,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-12,10:04:00,2021-01-12,10:17:00,50,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-12,08:58:00,2021-01-12,09:14:00,57,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-12,08:03:00,2021-01-12,11:51:00,2,228,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-12,08:03:00,2021-01-12,11:49:00,2,226,Machine Stopped by Operator,Planned Stop,CIL,Outfeed conveyor,,,
T,2021-01-12,07:52:00,2021-01-12,08:01:00,19,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-12,07:17:00,2021-01-12,07:33:00,86,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-12,05:42:00,2021-01-12,05:51:00,68,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-12,04:21:00,2021-01-12,04:34:00,84,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-12,02:48:00,2021-01-12,02:57:00,9,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-12,02:30:00,2021-01-12,02:39:00,33,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-12,02:10:00,2021-01-12,03:28:00,13,78,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-12,01:35:00,2021-01-12,01:57:00,40,22,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-12,00:40:00,2021-01-12,00:55:00,20,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-12,00:02:00,2021-01-12,00:20:00,35,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-12,00:02:00,2021-01-12,01:11:00,35,69,Machine Stopped by Operator,End Of Line,Secondary Coding- Domino,Print head system,Blockage in printhead,,
T,2021-01-11,23:09:00,2021-01-11,23:27:00,4,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-11,23:06:00,2021-01-11,23:21:00,1,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-11,22:38:00,2021-01-11,23:05:00,58,27,Machine Stopped by Operator,,,,,,
T,2021-01-11,21:31:00,2021-01-11,21:40:00,142,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-11,21:16:00,2021-01-11,22:36:00,127,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-11,20:43:00,2021-01-12,00:31:00,94,228,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-11,18:51:00,2021-01-11,19:09:00,5,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-11,18:51:00,2021-01-11,19:51:00,5,60,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-11,18:37:00,2021-01-11,18:46:00,41,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-11,17:43:00,2021-01-11,23:18:00,42,335,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-11,17:38:00,2021-01-11,17:56:00,37,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-11,16:12:00,2021-01-11,17:01:00,197,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-11,12:44:00,2021-01-11,12:55:00,47,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-11,12:40:00,2021-01-11,13:56:00,43,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-11,11:11:00,2021-01-11,11:57:00,45,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-11,10:15:00,2021-01-11,10:26:00,2,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-11,10:04:00,2021-01-11,10:13:00,54,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-11,08:55:00,2021-01-11,09:10:00,19,15,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-11,08:25:00,2021-01-11,08:36:00,65,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-11,08:03:00,2021-01-11,09:07:00,43,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-11,08:03:00,2021-01-11,11:32:00,43,209,Machine Stopped by Operator,Planned Stop,CIL,S-conveyor,,,
T,2021-01-11,08:00:00,2021-01-11,09:20:00,40,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-11,07:00:00,2021-01-11,07:20:00,2880,20,Machine Stopped by Operator,Planned Stop,,,,,
T,2021-01-09,07:00:00,2021-01-11,07:00:00,0,2880,Machine Stopped by Operator,Planned Stop,Schedule Complete,,,,
T,2021-01-09,06:50:00,2021-01-09,07:00:00,2,10,Machine Stopped by Operator,Planned Stop,,,,,
T,2021-01-09,06:39:00,2021-01-09,06:48:00,193,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-09,03:17:00,2021-01-09,03:26:00,13,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-09,02:55:00,2021-01-09,03:04:00,64,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-09,01:35:00,2021-01-09,01:51:00,126,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-09,00:40:00,2021-01-09,02:00:00,71,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-09,00:02:00,2021-01-09,02:08:00,33,126,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-08,22:38:00,2021-01-08,23:29:00,282,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-08,20:43:00,2021-01-09,01:34:00,167,291,Machine Stopped by Operator,Planned Stop,CIL,Fischbein,,,
T,2021-01-08,17:43:00,2021-01-08,17:56:00,6,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-08,16:19:00,2021-01-08,17:37:00,2,78,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-08,16:04:00,2021-01-08,16:17:00,51,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-08,14:57:00,2021-01-08,15:13:00,124,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-08,12:40:00,2021-01-08,12:53:00,76,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-08,11:11:00,2021-01-08,11:24:00,20,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-08,10:38:00,2021-01-08,10:51:00,12,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-08,10:04:00,2021-01-08,10:26:00,49,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-08,09:04:00,2021-01-08,09:15:00,39,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-08,08:03:00,2021-01-08,08:25:00,19,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-08,07:33:00,2021-01-08,07:44:00,174,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-08,07:24:00,2021-01-08,07:39:00,165,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-08,04:30:00,2021-01-08,04:39:00,86,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-08,02:55:00,2021-01-08,03:04:00,16,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-08,02:30:00,2021-01-08,02:39:00,5,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-08,02:10:00,2021-01-08,02:32:00,190,22,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-08,01:05:00,2021-01-08,02:25:00,125,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-08,00:02:00,2021-01-08,07:30:00,62,448,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-07,22:38:00,2021-01-07,23:00:00,14,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-07,21:26:00,2021-01-07,22:24:00,21,58,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-07,20:43:00,2021-01-07,21:05:00,59,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-07,19:29:00,2021-01-07,19:44:00,42,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-07,18:51:00,2021-01-07,21:28:00,4,157,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-07,18:38:00,2021-01-07,18:47:00,35,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-07,17:47:00,2021-01-07,18:03:00,16,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-07,17:43:00,2021-01-07,17:52:00,12,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-07,17:43:00,2021-01-07,17:56:00,12,13,Machine Stopped by Operator,,,,,,
T,2021-01-07,16:20:00,2021-01-07,17:31:00,77,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-07,16:12:00,2021-01-07,16:34:00,69,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-07,16:06:00,2021-01-07,16:22:00,63,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-07,14:45:00,2021-01-07,15:03:00,32,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-07,13:58:00,2021-01-07,14:13:00,56,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-07,13:55:00,2021-01-07,14:46:00,53,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-07,12:40:00,2021-01-07,13:02:00,98,22,Machine Stopped by Operator,,,,,,
T,2021-01-07,12:00:00,2021-01-07,16:29:00,58,269,Machine Stopped by Operator,PSG Machine,Vertical Sealing,Thermocouple,Broken thermocouple cable,,defective themocouple
T,2021-01-07,11:11:00,2021-01-07,14:59:00,9,228,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-07,10:04:00,2021-01-07,11:02:00,32,58,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-07,09:14:00,2021-01-07,09:32:00,3,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-07,09:00:00,2021-01-07,09:51:00,48,51,Machine Stopped by Operator,Pack Material,Polyfilm OOS,Ink stain,Specify in comment,,
T,2021-01-07,08:55:00,2021-01-07,09:11:00,43,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-07,08:03:00,2021-01-07,08:12:00,103,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-07,06:11:00,2021-01-07,06:20:00,84,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-07,04:31:00,2021-01-07,04:47:00,87,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-07,02:55:00,2021-01-07,03:04:00,69,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-07,01:35:00,2021-01-07,01:46:00,17,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-07,01:05:00,2021-01-07,01:18:00,54,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-07,00:40:00,2021-01-07,01:51:00,29,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-07,00:02:00,2021-01-07,00:11:00,62,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-06,22:38:00,2021-01-06,23:00:00,53,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-06,21:26:00,2021-01-06,23:15:00,79,109,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-06,20:43:00,2021-01-06,21:45:00,36,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-06,18:51:00,2021-01-06,20:07:00,50,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-06,17:43:00,2021-01-06,18:01:00,5,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-06,16:20:00,2021-01-06,17:38:00,76,78,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-06,16:12:00,2021-01-06,17:10:00,68,58,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-06,14:48:00,2021-01-06,15:04:00,31,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-06,13:55:00,2021-01-06,14:17:00,46,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-06,13:55:00,2021-01-06,14:13:00,46,18,Machine Stopped by Operator,,,,,,
T,2021-01-06,12:40:00,2021-01-06,13:09:00,22,29,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
T,2021-01-06,12:05:00,2021-01-06,12:18:00,27,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-06,11:11:00,2021-01-06,11:38:00,31,27,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
T,2021-01-06,11:11:00,2021-01-06,11:33:00,31,22,Machine Stopped by Operator,,,,,,
T,2021-01-06,10:29:00,2021-01-06,10:40:00,91,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-06,10:04:00,2021-01-06,10:50:00,66,46,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-06,08:40:00,2021-01-06,08:58:00,56,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-06,08:03:00,2021-01-06,08:49:00,19,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-06,07:28:00,2021-01-06,07:44:00,143,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-06,04:56:00,2021-01-06,05:05:00,135,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-06,02:30:00,2021-01-06,02:41:00,42,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-06,01:35:00,2021-01-06,01:48:00,8,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-06,01:05:00,2021-01-06,01:27:00,14,22,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-06,00:40:00,2021-01-06,01:51:00,104,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-06,00:02:00,2021-01-06,00:51:00,66,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-05,22:38:00,2021-01-05,22:56:00,39,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-05,22:38:00,2021-01-06,00:47:00,39,129,Machine Stopped by Operator,Planned Stop,CIL,Packing conveyor,,,
T,2021-01-05,21:26:00,2021-01-05,21:59:00,14,33,Machine Stopped by Operator,,,,,,
T,2021-01-05,20:43:00,2021-01-05,21:12:00,46,29,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
T,2021-01-05,20:43:00,2021-01-05,21:01:00,46,18,Machine Stopped by Operator,,,,,,
T,2021-01-05,18:51:00,2021-01-05,19:57:00,10,66,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-05,18:28:00,2021-01-05,18:41:00,58,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-05,17:43:00,2021-01-05,19:32:00,13,109,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-05,16:12:00,2021-01-05,17:30:00,115,78,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-05,16:12:00,2021-01-05,16:25:00,115,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-05,13:55:00,2021-01-05,14:17:00,21,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-05,13:21:00,2021-01-05,13:34:00,108,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-05,12:40:00,2021-01-05,13:26:00,67,46,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-05,12:40:00,2021-01-05,14:02:00,67,82,Machine Stopped by Operator,End Of Line,Secondary Coding- Domino,Print head system,Blockage in printhead,,
T,2021-01-05,11:18:00,2021-01-05,11:33:00,51,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-05,11:11:00,2021-01-05,12:27:00,44,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-05,10:18:00,2021-01-05,10:27:00,1,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-05,10:04:00,2021-01-05,10:17:00,12,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-05,08:03:00,2021-01-05,09:52:00,147,109,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-05,05:21:00,2021-01-05,05:36:00,135,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
